user_id,ovd_rate
1001b357b3479815d31c0127241015d9,0.00886358
1001d1c2af9661f8e42be13f84758c3e,0.00901166
1012d35626807fdea2d725487ff85d85,0.00618301
1020dd7815885bde9a16fdb5eedc1a54,0.000598518
103c02ee38a19f1bd9138dc6df1c20fb,0.011525
10543045bf1742817d6ecda141fb0d0f,0.00993865
105db0abf3b4865d68699255d73094c4,0.0973304
1062dd0e5b35cc9b1f6aafbeb8d0d01d,0.00342494
1068ab37848fe3f171ecacfdc983d4,0.0121625
106b269b0ba6f3d8725edf76af5866dd,0.005475
1072ce7368b2665bd8730d395a68092,0.00976844
1072f801b7fb55ae8e2bbe86fcd827ba,0.00719276
1074c4b8a217e2290feff44504b9825b,0.00620329
1074d7ef09c1e845edfc0b3f841f5f36,0.00211988
1075a62cb415a6451bc3b12794db88e7,0.00690764
1077ef9de297110d94e92da866a4fa01,0.0153373
107b8cc5e052a4f057da7e813d2fdbaf,0.00423164
107c50f85aebbf60487cdbdf693953e5,0.316653
107f10f078a4f7047fea0051fea4ccf4,0.00143037
1081c879243767a36d520f0d51402a34,0.00287153
1084b1f714e70333bfc9b15a7405db9,0.0068287
1087bcc5ed64c2da833b16c98cc5623a,0.00362143
108f87bddf6068df70cbe78da27dee7c,0.00203434
10a1d6f1dbb1dcf0e86320a2cfe16c64,0.0472309
10a60b9a4c9595895c1bebdbc32fee99,0.0011811
10acfcad3d3f00cbc370a6fee9f2f47a,0.0136347
10b0de31dbb045e8454420020acf05a5,0.00488251
10b6acb0bee64209d46ccce9fd67f77,0.0234896
10b801c2b33f8f9d757baad53f4c7274,0.0140697
10ba1e5ed92049538cd2aebe2fc905e4,0.00555226
10ba7ddbdaa42de2ad2502b17a104338,0.000763615
10d7f069fa8e4f4fd29a2559e85f089f,0.0381801
10ef5b5eeb5a4bea3401e08976bd7a6b,0.00358848
10f95b075ad016c58c0d2a76952027f,0.00865346
10fc6bb5a1f76af6daf54c88ea8b92f6,0.0011397
