8,6	0
6,17	1
6,31	2
31,6	3
60,6	4
75,6	5
86,6	6
91,6	7
100,6	8
102,6	9
113,6	10
130,6	11
5859,6	12
6,13401	13
13403,6	14
14686,6	15
6,25203	16
6,25299	17
26980,6	18
6,27743	19
33509,6	20
6,43360	21
43360,6	22
57989,6	23
72059,6	24
90393,6	25
6,96088	26
6,96091	27
96091,6	28
96103,6	29
17,8	30
8,31	31
31,8	32
34,8	33
60,8	34
75,8	35
100,8	36
102,8	37
113,8	38
117,8	39
130,8	40
8,13402	41
13402,8	42
8,24547	43
26980,8	44
28108,8	45
28110,8	46
8,32106	47
33489,8	48
43357,8	49
8,43360	50
47712,8	51
62459,8	52
72059,8	53
85393,8	54
96085,8	55
8,96088	56
96090,8	57
96091,8	58
96092,8	59
96093,8	60
96095,8	61
96101,8	62
8,96103	63
31,17	64
32,17	65
34,17	66
75,17	67
86,17	68
100,17	69
102,17	70
130,17	71
5859,17	72
13385,17	73
13402,17	74
14686,17	75
15303,17	76
17,15487	77
24894,17	78
25203,17	79
17,26980	80
26980,17	81
17,27743	82
17,28107	83
28110,17	84
28177,17	85
28192,17	86
33489,17	87
33502,17	88
43360,17	89
44394,17	90
47712,17	91
57479,17	92
62459,17	93
71292,17	94
71294,17	95
72049,17	96
73236,17	97
75578,17	98
82592,17	99
85393,17	100
85983,17	101
96091,17	102
96093,17	103
17,96101	104
96101,17	105
96103,17	106
31,60	107
86,31	108
100,31	109
102,31	110
14160,31	111
16090,31	112
31,28108	113
28122,31	114
28177,31	115
33502,31	116
43360,31	117
54658,31	118
71292,31	119
72059,31	120
85983,31	121
96091,31	122
32,34	123
34,32	124
32,60	125
63,32	126
75,32	127
100,32	128
102,32	129
113,32	130
130,32	131
5859,32	132
28107,32	133
28192,32	134
33489,32	135
37937,32	136
57989,32	137
72049,32	138
85983,32	139
90393,32	140
96093,32	141
34,33	142
113,33	143
130,33	144
13401,33	145
15487,33	146
25628,33	147
26423,33	148
28177,33	149
28192,33	150
28195,33	151
33489,33	152
37937,33	153
44394,33	154
58049,33	155
71292,33	156
72328,33	157
33,96093	158
96095,33	159
75,34	160
91,34	161
100,34	162
102,34	163
113,34	164
117,34	165
5859,34	166
14161,34	167
34,15346	168
16090,34	169
28107,34	170
28108,34	171
28110,34	172
28122,34	173
33489,34	174
43357,34	175
43360,34	176
44394,34	177
57989,34	178
72059,34	179
73236,34	180
85983,34	181
34,96074	182
96085,34	183
34,96090	184
96091,34	185
96092,34	186
96096,34	187
34,96101	188
63,60	189
60,75	190
75,60	191
86,60	192
102,60	193
60,113	194
113,60	195
60,117	196
60,13402	197
13402,60	198
60,25169	199
26423,60	200
60,27140	201
60,28177	202
33496,60	203
37937,60	204
72059,60	205
60,72328	206
82592,60	207
90393,60	208
60,96085	209
60,96088	210
96090,60	211
96093,60	212
96104,60	213
63,75	214
86,63	215
63,13402	216
63,15487	217
63,27743	218
37937,63	219
71294,63	220
72059,63	221
73236,63	222
63,85393	223
85393,63	224
63,96085	225
96103,63	226
86,75	227
13403,75	228
75,15406	229
75,15487	230
75,17747	231
75,24547	232
75,26980	233
75,28110	234
75,28122	235
75,33502	236
72059,75	237
75,72402	238
75,96091	239
96096,75	240
75,96098	241
75,96101	242
96104,75	243
102,86	244
113,86	245
117,86	246
86,15303	247
86,15487	248
86,17747	249
86,25481	250
25628,86	251
26980,86	252
86,27743	253
86,32106	254
86,43357	255
86,58049	256
62459,86	257
86,72059	258
86,75646	259
