5	0
6	1
7	2
8	3
12	4
14	5
15	6
16	7
17	8
18	9
19	10
20	11
21	12
22	13
23	14
24	15
25	16
26	17
27	18
29	19
30	20
31	21
32	22
33	23
34	24
35	25
37	26
38	27
39	28
40	29
42	30
43	31
44	32
45	33
46	34
47	35
48	36
50	37
51	38
52	39
53	40
55	41
56	42
58	43
59	44
60	45
61	46
62	47
63	48
64	49
65	50
66	51
67	52
68	53
69	54
70	55
71	56
73	57
75	58
76	59
77	60
78	61
79	62
80	63
83	64
84	65
85	66
86	67
90	68
91	69
94	70
96	71
97	72
99	73
100	74
101	75
102	76
103	77
104	78
112	79
113	80
117	81
118	82
120	83
121	84
122	85
123	86
125	87
126	88
129	89
130	90
281	91
479	92
498	93
678	94
796	95
1547	96
1631	97
1689	98
2067	99
2121	100
2144	101
3238	102
3556	103
4085	104
4396	105
5847	106
5859	107
8403	108
8414	109
9214	110
9382	111
9503	112
10132	113
10134	114
10135	115
10136	116
10137	117
10138	118
10139	119
10140	120
10141	121
10143	122
10146	123
10147	124
10149	125
10150	126
10152	127
10154	128
10156	129
10157	130
10158	131
10159	132
10161	133
10164	134
10165	135
10166	136
10168	137
10171	138
10172	139
10174	140
10175	141
10180	142
10181	143
10182	144
10183	145
10184	146
10185	147
10186	148
10191	149
10192	150
10193	151
10194	152
10195	153
10197	154
10198	155
10199	156
10200	157
10204	158
10205	159
10207	160
10210	161
10211	162
10212	163
10213	164
10214	165
10215	166
10216	167
10219	168
10222	169
10223	170
10224	171
10225	172
10227	173
10231	174
10232	175
10233	176
10246	177
10306	178
10382	179
10477	180
10738	181
10789	182
10844	183
10897	184
10904	185
11004	186
11018	187
11034	188
11060	189
11079	190
11080	191
11100	192
11153	193
11445	194
11488	195
11807	196
12321	197
12576	198
12619	199
13336	200
13340	201
13350	202
13375	203
13385	204
13394	205
13401	206
13402	207
13403	208
13404	209
13441	210
13449	211
13451	212
13460	213
13461	214
13462	215
13464	216
13467	217
13561	218
13563	219
13604	220
13626	221
13670	222
13798	223
13799	224
13809	225
13840	226
13855	227
13913	228
13927	229
13981	230
13988	231
13999	232
14015	233
14016	234
14080	235
14097	236
14150	237
14152	238
14153	239
14156	240
14157	241
14160	242
14161	243
14163	244
14166	245
14185	246
14223	247
14273	248
14298	249
14301	250
14303	251
14348	252
14349	253
14412	254
14419	255
14437	256
14440	257
14441	258
14445	259
14446	260
14475	261
14488	262
14508	263
14510	264
14514	265
14522	266
14523	267
14524	268
14527	269
14529	270
14570	271
14576	272
14608	273
14686	274
14687	275
14688	276
14695	277
14696	278
14697	279
14700	280
14761	281
14957	282
14977	283
14998	284
15001	285
15015	286
15038	287
15071	288
15074	289
15088	290
15103	291
15111	292
15113	293
15157	294
15169	295
15303	296
15312	297
15325	298
15345	299
15346	300
15370	301
15399	302
15406	303
15424	304
15434	305
15443	306
15464	307
15482	308
15487	309
15489	310
15493	311
15504	312
15511	313
15532	314
15535	315
15549	316
15587	317
15653	318
15670	319
15674	320
15885	321
15888	322
15896	323
15962	324
15977	325
15993	326
16073	327
16090	328
16260	329
16286	330
16318	331
16321	332
16444	333
16475	334
16523	335
16578	336
16590	337
16639	338
16646	339
16648	340
16694	341
16695	342
16698	343
16783	344
16791	345
16887	346
16894	347
16986	348
16991	349
16995	350
17015	351
17039	352
17063	353
17101	354
17104	355
17147	356
17177	357
17249	358
17254	359
17345	360
17351	361
17386	362
17393	363
17394	364
17444	365
17475	366
17485	367
17487	368
17506	369
17514	370
17579	371
17582	372
17624	373
17663	374
17678	375
17691	376
17700	377
17747	378
17835	379
18362	380
19101	381
19102	382
20152	383
20153	384
20680	385
21209	386
21304	387
21448	388
21802	389
21829	390
21900	391
21901	392
21983	393
22631	394
22641	395
22642	396
22643	397
22650	398
22673	399
22690	400
22692	401
23074	402
23234	403
23252	404
23255	405
23587	406
24315	407
24338	408
24376	409
24379	410
24390	411
24396	412
24418	413
24424	414
24433	415
24443	416
24449	417
24454	418
24455	419
24479	420
24482	421
24516	422
24517	423
24518	424
24519	425
24547	426
24551	427
24555	428
24565	429
24566	430
24576	431
24610	432
24611	433
24653	434
24673	435
24721	436
24726	437
24767	438
24776	439
24792	440
24802	441
24814	442
24861	443
24894	444
24907	445
24909	446
24915	447
24937	448
24950	449
24971	450
24987	451
25022	452
25031	453
25046	454
25053	455
25095	456
25097	457
25116	458
25128	459
25150	460
25169	461
25188	462
25203	463
25205	464
25207	465
25208	466
25266	467
25267	468
25278	469
25288	470
25299	471
25310	472
25389	473
25401	474
25412	475
25415	476
25461	477
25474	478
25476	479
25479	480
25481	481
25483	482
25510	483
25532	484
25580	485
25581	486
25587	487
25628	488
25681	489
25773	490
25780	491
25808	492
25957	493
25959	494
26155	495
26212	496
26245	497
26249	498
26268	499
26300	500
26359	501
26384	502
26385	503
26401	504
26407	505
26423	506
26489	507
26529	508
26639	509
26643	510
26660	511
26692	512
26713	513
26722	514
26724	515
26843	516
26980	517
26981	518
27015	519
27063	520
27099	521
27115	522
27134	523
27139	524
27140	525
27146	526
27234	527
27287	528
27297	529
27299	530
27434	531
27435	532
27465	533
27486	534
27487	535
27743	536
28039	537
28100	538
28107	539
28108	540
28110	541
28112	542
28116	543
28122	544
28123	545
28126	546
28143	547
28146	548
28171	549
28174	550
28177	551
28182	552
28184	553
28189	554
28192	555
28195	556
28197	557
28198	558
28205	559
28215	560
28219	561
28221	562
28585	563
28892	564
29085	565
29100	566
30120	567
30502	568
30558	569
30938	570
31163	571
31209	572
31233	573
31975	574
32106	575
32476	576
32650	577
32893	578
32894	579
33321	580
33473	581
