1	0
2	1
3	2
4	3
5	4
6	5
7	6
8	7
9	8
10	9
11	10
12	11
13	12
14	13
15	14
16	15
17	16
18	17
19	18
20	19
21	20
22	21
23	22
24	23
25	24
26	25
27	26
28	27
29	28
30	29
31	30
32	31
33	32
34	33
35	34
36	35
37	36
38	37
39	38
40	39
41	40
42	41
43	42
44	43
45	44
46	45
47	46
48	47
49	48
50	49
51	50
52	51
53	52
54	53
55	54
56	55
57	56
58	57
59	58
60	59
61	60
62	61
63	62
64	63
65	64
66	65
67	66
68	67
69	68
70	69
71	70
72	71
73	72
75	73
76	74
77	75
78	76
79	77
80	78
81	79
82	80
83	81
84	82
85	83
86	84
87	85
88	86
89	87
90	88
91	89
92	90
93	91
94	92
95	93
96	94
97	95
98	96
99	97
100	98
101	99
102	100
103	101
104	102
105	103
106	104
107	105
108	106
109	107
110	108
111	109
112	110
113	111
114	112
115	113
116	114
117	115
118	116
119	117
120	118
121	119
122	120
123	121
124	122
125	123
126	124
127	125
128	126
129	127
130	128
134	129
135	130
136	131
137	132
138	133
139	134
140	135
141	136
142	137
146	138
147	139
148	140
149	141
150	142
151	143
152	144
153	145
154	146
155	147
156	148
157	149
158	150
159	151
160	152
162	153
164	154
165	155
166	156
167	157
168	158
169	159
170	160
171	161
172	162
173	163
174	164
176	165
177	166
178	167
179	168
180	169
181	170
182	171
183	172
184	173
185	174
186	175
188	176
190	177
191	178
192	179
193	180
194	181
195	182
196	183
197	184
199	185
200	186
202	187
203	188
204	189
205	190
207	191
208	192
209	193
210	194
211	195
212	196
213	197
214	198
215	199
217	200
218	201
219	202
220	203
223	204
224	205
225	206
226	207
227	208
228	209
229	210
230	211
231	212
235	213
237	214
238	215
239	216
240	217
241	218
242	219
243	220
245	221
246	222
247	223
248	224
249	225
250	226
251	227
252	228
253	229
255	230
257	231
258	232
259	233
260	234
261	235
262	236
263	237
264	238
265	239
266	240
267	241
268	242
269	243
270	244
271	245
272	246
273	247
275	248
277	249
280	250
281	251
282	252
283	253
284	254
286	255
287	256
288	257
291	258
292	259
294	260
295	261
297	262
298	263
299	264
300	265
301	266
302	267
303	268
304	269
305	270
306	271
307	272
308	273
309	274
310	275
311	276
312	277
314	278
315	279
316	280
317	281
318	282
319	283
320	284
321	285
323	286
325	287
326	288
327	289
328	290
329	291
330	292
331	293
332	294
333	295
334	296
335	297
336	298
339	299
340	300
342	301
343	302
344	303
345	304
346	305
348	306
349	307
350	308
351	309
352	310
353	311
354	312
355	313
356	314
357	315
358	316
359	317
360	318
361	319
362	320
364	321
365	322
366	323
369	324
370	325
371	326
372	327
373	328
374	329
375	330
376	331
378	332
379	333
381	334
382	335
383	336
384	337
385	338
386	339
388	340
389	341
390	342
392	343
393	344
395	345
396	346
397	347
398	348
400	349
401	350
403	351
404	352
406	353
407	354
408	355
409	356
411	357
412	358
414	359
415	360
416	361
417	362
419	363
421	364
422	365
423	366
424	367
425	368
426	369
427	370
430	371
431	372
433	373
436	374
438	375
440	376
441	377
442	378
443	379
444	380
445	381
446	382
447	383
448	384
449	385
450	386
451	387
453	388
456	389
457	390
458	391
459	392
460	393
461	394
462	395
463	396
465	397
466	398
467	399
468	400
469	401
470	402
471	403
472	404
473	405
474	406
475	407
476	408
477	409
478	410
479	411
480	412
481	413
482	414
483	415
484	416
485	417
486	418
488	419
489	420
