user_id,ovd_rate
1001b357b3479815d31c0127241015d9,0.0115390876308
1001d1c2af9661f8e42be13f84758c3e,0.0117369927466
1012d35626807fdea2d725487ff85d85,0.00875116046518
1020dd7815885bde9a16fdb5eedc1a54,0.000718363793567
103c02ee38a19f1bd9138dc6df1c20fb,0.00766832008958
10543045bf1742817d6ecda141fb0d0f,0.0173744261265
105db0abf3b4865d68699255d73094c4,0.115420512855
1062dd0e5b35cc9b1f6aafbeb8d0d01d,0.00425894884393
1068ab37848fe3f171ecacfdc983d4,0.013941379264
106b269b0ba6f3d8725edf76af5866dd,0.00591383222491
1072ce7368b2665bd8730d395a68092,0.00949051789939
1072f801b7fb55ae8e2bbe86fcd827ba,0.01216466818
1074c4b8a217e2290feff44504b9825b,0.00756209203973
1074d7ef09c1e845edfc0b3f841f5f36,0.00345942471176
1075a62cb415a6451bc3b12794db88e7,0.0046708388254
1077ef9de297110d94e92da866a4fa01,0.0114855403081
107b8cc5e052a4f057da7e813d2fdbaf,0.00668349303305
107c50f85aebbf60487cdbdf693953e5,0.287856578827
107f10f078a4f7047fea0051fea4ccf4,0.00248201820068
1081c879243767a36d520f0d51402a34,0.0060614910908
1084b1f714e70333bfc9b15a7405db9,0.00896068289876
1087bcc5ed64c2da833b16c98cc5623a,0.0041525606066
108f87bddf6068df70cbe78da27dee7c,0.00264334562235
10a1d6f1dbb1dcf0e86320a2cfe16c64,0.0846727415919
10a60b9a4c9595895c1bebdbc32fee99,0.00207290402614
10acfcad3d3f00cbc370a6fee9f2f47a,0.011925406754
10b0de31dbb045e8454420020acf05a5,0.00670220889151
10b6acb0bee64209d46ccce9fd67f77,0.0279773231596
10b801c2b33f8f9d757baad53f4c7274,0.0134691372514
10ba1e5ed92049538cd2aebe2fc905e4,0.0042976019904
10ba7ddbdaa42de2ad2502b17a104338,0.000918871897738
10d7f069fa8e4f4fd29a2559e85f089f,0.0246622115374
10ef5b5eeb5a4bea3401e08976bd7a6b,0.00379022932611
10f95b075ad016c58c0d2a76952027f,0.0135222673416
10fc6bb5a1f76af6daf54c88ea8b92f6,0.00092004617909
10fd0b24f6ecfee96e9132d6528892df,0.029405394569
1111500230646924bc887df24710ca12,0.00672796182334
1111766225c441f02007a10adc0ab460,0.00292891846038
1112e2b739a8157292d318da35262c54,0.0106625063345
1127295bc478543175a2ceee2df87b71,0.0389649085701
113127b72bea421661c52710d4fe3c7e,0.0167301613837
113bb6cb7622a14361c4bcd9c09dacfe,0.0018011694774
11404776e5964621cd4c5f5860e2f4f7,0.00812680739909
114a588c946fa90a2b3a79fd38151823,0.00226239021868
114b6d99b913ed0b38572ff728116c18,0.00242809997872
1155284838ef964f1b25948b5e827ffa,0.00868071988225
1163a6f2bf2a72677bb132402cd413ff,0.0232383683324
116db92ad35095681d3c49afc3c37742,0.0206223651767
116dbdf158545fca580f65f30b2edae3,0.00342601211742
11864f03137678b3b4b143c4fa3c298b,0.0409230813384
1198931e7060c860cad9ccd1371e173b,0.00217731762677
11995e2ff2d8a87fcebee025aef40c6c,0.00582825066522
11a778e9069817e4329a372e1b51c41b,0.00313532468863
11ad83bdcec1d7c3b9b5128fffbc8985,0.0033602938056
11ba6ef21ba53d8bc01c929d6cdb9a9d,0.00115103716962
11c45bacdeab31aeb1ff083827e463f5,0.00218112603761
11c8b1715b9073665c7b161e552fe2fb,0.00685214111581
11d01ef97e3974f9b333b08d31779038,0.0298341736197
11d16dee78f7ddd485ec53eb1b37b8e4,0.00505467643961
11d58b775af754e78bc1657e35574960,0.000644480576739
11d62d18f7b49b4c390422c11fcfa992,0.00977186765522
11e7021dabd7d1b9ca3be79b3402a854,0.00259576132521
11e7ba41dbe8033d75e1e94492cadb15,0.0136230587959
11f8bc36cffe68ff4e0c343f8def92f5,0.00517377024516
12038ec8ab29a6793d5e2d9e2521800a,0.00154274783563
1211f9159d0f03a8eb52b3e95b91496d,0.00099203363061
121583575df9a0bd509fecede4d6ac8d,0.0132504934445
12215de97c640129c1ec35ac5e643bfd,0.0155070330948
122cd748065109a42bc83f6dcdbc05a1,0.0184613931924
122d837fcbb41bcbe1cd739f904a91a2,0.0586735345423
1231a8a110d270313d075a08b7aef03a,0.0234826542437
1232ae49246c1c7e444dc099f9b9a339,0.011676710099
123c7dbeccaf20f4f14b6ac90746ecf0,0.00148297450505
12401447320848832010a0249ca040dc,0.0153583660722
124c9f1c1f7c557d41bd5a0236595abc,0.000363310275134
12593b4be23fdc9f70ebec53b1abc5eb,0.0199613831937
125a96a81412b6df1278b092318cfa44,0.0013739739079
12734cc001691a5ada6cf784ca71c701,0.00592393800616
1275259a3e1cf418e7689444a867b9dc,0.00467935018241
127d765bebfdfa0aabf0604e68cc293,0.00601103901863
1283e3a45d5a108c22fc7daef9744cd,0.00657689524814
128e07bd6c9b82a07472eab83ac4d756,0.0273603238165
129d26eabf4beb14cfaea5f3ddccba19,0.0108234761283
12ba4607dab72f251d7e7ede601e90e2,0.0256034247577
12bf134f11d5f9d3dd30663c2fa98780,0.00160222244449
12c043080ce17cd7c0e46942969cd612,0.00543192308396
12d969a009186891a750a87b25c0e9d2,0.00108405645005
12dd7fc80ad2ef9f34102983cd4c14d9,0.00771220726892
12eb13d52c05d9b3e380d9b685827348,0.00773925380781
12edc6850d5fa1b7e2caeb131614f1dd,0.00092471728567
12eeb6955ceb787b40b61fe4913084b9,0.00490588974208
12f39255f92646fde259aff7d7ed6107,0.0399263091385
12fd06630c7aee56e33b08a388377f5e,0.0050311293453
13018765c65ee9bcba1395abaa4b9b80,0.0628040656447
1306be08ff20c0c41247b7f9f404d2e0,0.0115686738864
131bbfdc5054997ca012981b04f37ed4,0.0045934189111
1320198c23349f094f8619a63f9508e4,0.000513340055477
1320c7c385e811f7cce578660a714e45,0.010439902544
132e16d2c194cb6d32da3c73c601714d,0.0194131080061
1330bf6983e75f3b42897f8221349350,0.0134098026901
133dd6e71716da1c80e7dfcc0dd895cb,0.00877884682268
133fbead6268e9b0c68c6820ee7f2397,0.00140075769741
134cfd3b81742dba9ca2817e95189cf4,0.0208262261003
136417b2bde4e6fe79db48162c7c7ade,0.0403910018504
1364ad962016447bbdcdb64a2ef5faee,0.000965895829722
136d8acde04256c4e7463f1c5a9b90c7,0.00907986145467
136e77aaecaef54cbda0007723607236,0.0169022399932
1372293a92cef7e29021a15adf94f0,0.00523580098525
13749b31d94def28b8a04607ac5982ac,0.00162352190819
1378ae7f1551795224119c8a80210cc3,0.038853213191
13877dc07fc7c571eb5bee3b30e16d47,0.00272906105965
13969807014822bc5c865528aa06343d,0.00484194327146
