191	0
281	1
286	2
309	3
314	4
479	5
488	6
498	7
644	8
664	9
678	10
692	11
937	12
966	13
1365	14
1380	15
1405	16
1530	17
1547	18
1552	19
1554	20
1557	21
1612	22
1623	23
1631	24
1683	25
1685	26
1689	27
1936	28
2067	29
2121	30
2123	31
2140	32
2162	33
2174	34
2302	35
2305	36
2418	37
2422	38
2423	39
2440	40
2574	41
2825	42
2929	43
3176	44
3238	45
3262	46
3279	47
3282	48
3283	49
3284	50
3556	51
3557	52
3558	53
4030	54
4063	55
4085	56
4102	57
4396	58
5567	59
5737	60
5780	61
5791	62
5844	63
5847	64
5848	65
5859	66
6110	67
6450	68
6498	69
6499	70
6507	71
6592	72
6666	73
6697	74
6711	75
6776	76
6779	77
6815	78
6820	79
6824	80
7351	81
7618	82
7782	83
7943	84
8324	85
8329	86
8403	87
8520	88
8640	89
8670	90
8719	91
8738	92
8883	93
8910	94
9067	95
9214	96
9349	97
9373	98
9382	99
9503	100
